date,shop_id,total_qty,total_revenue
2015-01-14,31,188.0,134592.99999998
2015-01-15,31,247.0,203679.0
2015-01-16,31,311.0,240241.99999997
2015-01-17,31,395.0,282365.0
2015-01-18,31,278.0,252560.999999998
2015-01-19,31,213.0,136090.0
2015-01-20,31,174.0,190947.99999998
2015-01-21,31,246.0,260689.0
2015-01-22,31,173.0,117026.000000001
2015-01-23,31,267.0,251712.0
2015-01-24,31,377.0,254078.99999999
2015-01-25,31,262.0,208443.0
2015-01-26,31,172.0,184720.00000001
2015-01-27,31,199.0,188424.0
2015-01-28,31,169.0,101847.00000001
2015-01-29,31,208.0,165502.0
2015-01-30,31,293.0,322403.0
2015-01-31,31,313.0,268116.0
2015-02-01,31,252.0,180271.0
2015-02-02,31,188.0,119909.0
2015-02-03,31,162.0,93488.0
2015-02-04,31,185.0,121800.000000001
2015-02-05,31,199.0,182326.0
2015-02-06,31,337.0,232233.0
2015-02-07,31,298.0,203655.00000001
2015-02-08,31,293.0,237486.0
2015-02-09,31,212.0,160043.0
2015-02-10,31,217.0,174064.0
2015-02-11,31,195.0,137167.0
2015-02-12,31,163.0,201005.000000001
2015-02-13,31,316.0,246758.0
2015-02-14,31,434.0,361927.0
2015-02-15,31,238.0,161701.0
2015-02-16,31,194.0,184879.0
2015-02-17,31,234.0,172343.0
2015-02-18,31,239.0,141864.999999999
2015-02-19,31,250.0,237512.0
2015-02-20,31,475.0,619009.000000091
2015-02-21,31,377.0,403263.00000001
2015-02-22,31,340.0,336849.0
2015-02-23,31,352.0,387373.849999901
2015-02-24,31,201.0,186845.0
2015-02-25,31,216.0,147379.0
2015-02-26,31,201.0,134992.0
2015-02-27,31,282.0,271245.0
2015-02-28,31,354.0,231701.000000002
2015-03-01,31,262.0,208004.0
2015-03-02,31,182.0,110435.0
2015-03-03,31,199.0,123587.0
2015-03-04,31,274.0,191250.0
2015-03-05,31,298.0,209203.999999999
2015-03-06,31,384.0,254857.999999997
2015-03-07,31,447.0,322043.99999999
2015-03-08,31,323.0,235064.0
2015-03-09,31,233.0,160573.0
2015-03-10,31,228.0,214318.0
2015-03-11,31,179.0,170459.0
2015-03-12,31,210.0,174447.0
2015-03-13,31,208.0,133182.0
2015-03-14,31,301.0,262235.0
2015-03-15,31,209.0,166444.0
2015-03-16,31,115.0,89199.000000001
2015-03-17,31,181.0,114374.0
2015-03-18,31,138.0,97241.0
2015-03-19,31,171.0,119393.0
2015-03-20,31,263.0,278530.0
2015-03-21,31,288.0,219614.0
2015-03-22,31,254.0,193117.0
2015-03-23,31,182.0,109980.00000001
2015-03-24,31,194.0,128174.000000003
2015-03-25,31,256.0,430054.000000001
2015-03-26,31,203.0,178296.000000041
2015-03-27,31,255.0,232319.99999998
2015-03-28,31,306.0,301247.0
2015-03-29,31,236.0,166799.99999999
2015-03-30,31,154.0,227655.0
2015-03-31,31,161.0,142312.0
2015-04-01,31,134.0,101564.0
2015-04-02,31,163.0,118470.0
2015-04-03,31,274.0,192918.0
2015-04-04,31,316.0,281722.99999999
2015-04-05,31,252.0,194056.99999999
2015-04-06,31,234.0,146862.0
2015-04-07,31,197.0,164720.000000005
2015-04-08,31,226.0,177777.999999999
2015-04-09,31,164.0,106660.999999999
2015-04-10,31,294.0,211888.0
2015-04-11,31,337.0,216054.0
2015-04-12,31,222.0,156433.0
2015-04-13,31,188.0,127708.0
2015-04-14,31,459.0,731165.999999006
2015-04-15,31,283.0,455831.0
2015-04-16,31,188.0,271567.99999999
2015-04-17,31,344.0,323309.00000004
2015-04-18,31,289.0,283586.00000004
2015-04-19,31,295.0,238843.99999999
2015-04-20,31,229.0,189468.0
2015-04-21,31,232.0,174624.999999999
2015-04-22,31,160.0,113605.99999999099
2015-04-23,31,225.0,150516.0
2015-04-24,31,281.0,168642.00000003
2015-04-25,31,307.0,212920.99999996
2015-04-26,31,228.0,161724.0
2015-04-27,31,147.0,141642.0
2015-04-28,31,113.0,84198.999999999
2015-04-29,31,213.0,144938.0
2015-04-30,31,347.0,254815.0
2015-05-01,31,307.0,255090.0
2015-05-02,31,171.0,103166.0
2015-05-03,31,111.0,129543.0
2015-05-04,31,143.0,107550.0
2015-05-05,31,162.0,107702.0
2015-05-06,31,213.0,144132.0
2015-05-07,31,177.0,114546.0
2015-05-08,31,199.0,148937.0
2015-05-09,31,129.0,96600.999999999
2015-05-10,31,155.0,126559.0
2015-05-11,31,191.0,166156.99999998
2015-05-12,31,130.0,90314.0
2015-05-13,31,114.0,107302.0
2015-05-14,31,121.0,95470.0
2015-05-15,31,256.0,140653.0
2015-05-16,31,252.0,193728.0
2015-05-17,31,172.0,139114.0
2015-05-18,31,133.0,100182.0
2015-05-19,31,514.0,969238.00000038
2015-05-20,31,326.0,407696.99999996
2015-05-21,31,192.0,241679.0
2015-05-22,31,259.0,304977.0
2015-05-23,31,313.0,266049.0
2015-05-24,31,233.0,218346.00000001
2015-05-25,31,160.0,124128.0
2015-05-26,31,174.0,117940.0
2015-05-27,31,199.0,154905.000000002
2015-05-28,31,189.0,122316.0
2015-05-29,31,206.0,231405.00000001
2015-05-30,31,236.0,196550.0
2015-05-31,31,190.0,113932.0
2015-06-01,31,151.0,137161.00000001
2015-06-02,31,216.0,150210.999999999
2015-06-03,31,208.0,139245.0
2015-06-04,31,177.0,121312.000000001
2015-06-05,31,271.0,198392.00000002
2015-06-06,31,219.0,141590.0
2015-06-07,31,173.0,146882.0
2015-06-08,31,131.0,114537.0
2015-06-09,31,197.0,163490.0
2015-06-10,31,259.0,196764.0
2015-06-11,31,325.0,256317.0
2015-06-12,31,262.0,203057.0
2015-06-13,31,163.0,191144.000000001
2015-06-14,31,102.0,91003.0
2015-06-15,31,201.0,163625.0
2015-06-16,31,241.0,172400.0
2015-06-17,31,230.0,146999.0
2015-06-18,31,263.0,198922.0
2015-06-19,31,180.0,118269.0
2015-06-20,31,244.0,206383.0
2015-06-21,31,231.0,136857.0
2015-06-22,31,168.0,138681.0
2015-06-23,31,251.0,232011.99999994
2015-06-24,31,193.0,188632.000000048
2015-06-25,31,173.0,167131.0
2015-06-26,31,192.0,160933.0
2015-06-27,31,230.0,149811.0
2015-06-28,31,151.0,126277.0
2015-06-29,31,176.0,142864.0
2015-06-30,31,182.0,157787.0
2015-07-01,31,185.0,143846.0
2015-07-02,31,202.0,116859.0
2015-07-03,31,247.0,160301.0
2015-07-04,31,191.0,125081.0
2015-07-05,31,145.0,142319.0
2015-07-06,31,219.0,201254.0
2015-07-07,31,181.0,206545.0
2015-07-08,31,207.0,154791.0
2015-07-09,31,222.0,153419.0
2015-07-10,31,225.0,172825.0
2015-07-11,31,227.0,186369.0
2015-07-12,31,197.0,136993.0
2015-07-13,31,188.0,119523.0
2015-07-14,31,200.0,116621.0
2015-07-15,31,184.0,148382.0
2015-07-16,31,152.0,151255.0
2015-07-17,31,266.0,194320.999999997
2015-07-18,31,244.0,161039.0
2015-07-19,31,165.0,98831.0
2015-07-20,31,182.0,190169.0
2015-07-21,31,194.0,141189.0
2015-07-22,31,172.0,132737.0
2015-07-23,31,139.0,98292.0
2015-07-24,31,215.0,148089.0
2015-07-25,31,243.0,176528.0
2015-07-26,31,139.0,119005.0
2015-07-27,31,167.0,118620.0
2015-07-28,31,143.0,93268.0
2015-07-29,31,159.0,94485.0
2015-07-30,31,206.0,182017.0
2015-07-31,31,181.0,126491.0
2015-08-01,31,182.0,135667.0
2015-08-02,31,112.0,87051.0
2015-08-03,31,161.0,125656.0
2015-08-04,31,160.0,123218.0
2015-08-05,31,196.0,131133.000000001
2015-08-06,31,195.0,118991.999999988
2015-08-07,31,184.0,159062.0
2015-08-08,31,162.0,128669.0
2015-08-09,31,140.0,93639.0
2015-08-10,31,138.0,92429.0
2015-08-11,31,167.0,125244.99999999
2015-08-12,31,170.0,114861.0
2015-08-13,31,160.0,126765.0
2015-08-14,31,187.0,134104.0
2015-08-15,31,142.0,113636.0
2015-08-16,31,145.0,133117.00000001
2015-08-17,31,196.0,149617.999999999
2015-08-18,31,168.0,114417.999999989
2015-08-19,31,155.0,120877.0
2015-08-20,31,231.0,139055.99999999997
2015-08-21,31,225.0,165076.0
2015-08-22,31,218.0,143752.99999999
2015-08-23,31,183.0,120637.0
2015-08-24,31,195.0,119747.999999999
2015-08-25,31,179.0,193842.0
2015-08-26,31,204.0,228618.0
2015-08-27,31,212.0,187362.000000029
2015-08-28,31,241.0,192481.0
2015-08-29,31,297.0,222316.999999999
2015-08-30,31,225.0,203770.999999999
2015-08-31,31,184.0,168401.00000002
2015-09-01,31,315.0,282542.99999993
2015-09-02,31,170.0,163089.000000008
2015-09-03,31,209.0,249140.00000005
2015-09-04,31,232.0,270914.99999997
2015-09-05,31,290.0,257461.0
2015-09-06,31,233.0,221230.999999999
2015-09-07,31,193.0,159252.0
2015-09-08,31,206.0,167808.0
2015-09-09,31,184.0,123141.0
2015-09-10,31,218.0,185440.0
2015-09-11,31,277.0,208975.99999999
2015-09-12,31,380.0,324810.999999999
2015-09-13,31,240.0,171495.0
2015-09-14,31,129.0,135718.0
2015-09-15,31,141.0,188343.0
2015-09-16,31,156.0,158278.0
2015-09-17,31,188.0,209418.0
2015-09-18,31,259.0,283539.999999999
2015-09-19,31,198.0,230631.999999997
2015-09-20,31,156.0,143054.0
2015-09-21,31,104.0,116032.0
2015-09-22,31,346.0,496326.9999998
2015-09-23,31,244.0,295172.99999994
2015-09-24,31,193.0,234471.0
2015-09-25,31,258.0,289321.99999998
2015-09-26,31,233.0,291043.99999998
2015-09-27,31,198.0,200454.0
2015-09-28,31,137.0,144016.0
2015-09-29,31,182.0,292854.99999995
2015-09-30,31,236.0,266357.999999966
2015-10-01,31,205.0,187557.0
2015-10-02,31,245.0,204055.0
2015-10-03,31,238.0,254095.0
2015-10-04,31,208.0,187407.0
2015-10-05,31,131.0,104690.0
2015-10-06,31,158.0,113319.0
2015-10-07,31,232.0,289953.0
2015-10-08,31,143.0,147470.0
2015-10-09,31,259.0,244983.99999999
2015-10-10,31,249.0,252764.000000001
2015-10-11,31,207.0,148936.00000000003
2015-10-12,31,140.0,142419.99999999
2015-10-13,31,192.0,176464.999999939
2015-10-14,31,184.0,161905.000000004
2015-10-15,31,167.0,128141.000000001
2015-10-16,31,259.0,209646.000000001
2015-10-17,31,234.0,187287.0
2015-10-18,31,180.0,135076.0
2015-10-19,31,156.0,114931.0
2015-10-20,31,183.0,335428.0
2015-10-21,31,140.0,183701.99999999
2015-10-22,31,165.0,156627.0
2015-10-23,31,239.0,373574.999999921
2015-10-24,31,291.0,307627.0
2015-10-25,31,265.0,276791.0
2015-10-26,31,134.0,163552.0
2015-10-27,31,123.0,111851.0
2015-10-28,31,117.0,180557.0
2015-10-29,31,152.0,103455.999999999
2015-10-30,31,267.0,204317.0
2015-10-31,31,249.0,237587.000000001
